season,celebrity_name,wiki_title,year,year_total,year_mean,year_peak,year_std,season_total,season_mean,season_peak,season_std,baseline_mean,lift,status
24,Rashad Jennings,Rashad_Jennings,2017,875583.0,2398.857534246575,102124.0,8467.658808682094,445639.0,6963.109375,92728.0,13869.748816125406,1135.5714285714287,5827.537946428572,ok
24,Simone Biles,Simone_Biles,2017,1218802.0,3339.1835616438357,55264.0,4343.846632772024,461052.0,7203.9375,55264.0,8645.96315823713,3774.214285714286,3429.723214285714,ok
25,Barbara Corcoran,Barbara_Corcoran,2017,1235432.0,3384.745205479452,138749.0,8170.088928156404,448956.0,7014.9375,138749.0,18653.488906967075,2767.035714285714,4247.901785714286,ok
25,Debbie Gibson,Debbie_Gibson,2017,874221.0,2395.1260273972603,107580.0,7701.793059367577,424713.0,6636.140625,107580.0,17396.434544780997,3339.214285714286,3296.926339285714,ok
25,Derek Fisher,Derek_Fisher,2017,611921.0,1676.495890410959,52332.0,3470.1349289797913,208625.0,3259.765625,52332.0,7312.136798121556,1268.5,1991.265625,ok
25,Drew Scott,Drew_Scott,2017,952589.0,2609.832876712329,19167.0,2277.8377495260056,235661.0,3682.203125,17674.0,2781.5529676540827,3175.1785714285716,507.02455357142844,ok
25,Frankie Muniz,Frankie_Muniz,2017,2112239.0,5786.956164383561,215669.0,14755.969954823962,1079216.0,16862.75,215669.0,29908.858223777115,3804.6785714285716,13058.071428571428,ok
25,Jordan Fisher,Jordan_Fisher,2017,1386833.0,3799.5424657534245,204261.0,13561.564990568093,674103.0,10532.859375,99267.0,16222.749034792148,2159.9285714285716,8372.930803571428,ok
25,Lindsey Stirling,Lindsey_Stirling,2017,1452589.0,3979.695890410959,69385.0,6328.3008053394415,561937.0,8780.265625,54406.0,9980.585078419419,2947.6428571428573,5832.622767857143,ok
25,Nick Lachey,Nick_Lachey,2017,1120331.0,3069.4,49872.0,4570.243221128824,381392.0,5959.25,49872.0,9072.990981134612,3010.3571428571427,2948.8928571428573,ok
25,Nikki Bella,Nikki_Bella,2017,3074762.0,8424.005479452055,296261.0,16614.69675935885,551308.0,8614.1875,30139.0,4623.002473619687,7698.107142857143,916.0803571428569,ok
25,Sasha Pieterse,Sasha_Pieterse,2017,1296830.0,3552.958904109589,55598.0,4380.101986797737,330269.0,5160.453125,32618.0,6383.585167564755,3876.285714285714,1284.1674107142858,ok
25,Terrell Owens,Terrell_Owens,2017,1219865.0,3342.095890410959,55607.0,5519.761785520026,382500.0,5976.5625,37583.0,7445.263813062217,2958.5,3018.0625,ok
25,Vanessa Lachey,Vanessa_Lachey,2017,957351.0,2622.8794520547945,65700.0,5692.726077039709,463373.0,7240.203125,65700.0,11767.483769082293,2815.1428571428573,4425.060267857143,ok
25,Victoria Arlen,Victoria_Arlen,2017,707278.0,1937.7479452054795,82575.0,7536.298029620571,569991.0,8906.109375,82575.0,15540.474920466946,3436.0714285714284,5470.037946428572,ok
26,Adam Rippon,Adam_Rippon,2018,1401593.0,3839.980821917808,259016.0,16060.82693454948,60540.0,2751.818181818182,12745.0,3266.6561390171623,1512.0714285714287,1239.7467532467533,ok
26,Arike Ogunbowale,Arike_Ogunbowale,2018,49871.0,190.34732824427482,5631.0,491.45076319559575,19410.0,882.2727272727273,5631.0,1442.8475375204844,378.6875,503.58522727272725,ok
26,Chris Mazdzer,Chris_Mazdzer,2018,190437.0,521.745205479452,55496.0,3279.6843914746573,38953.0,1770.590909090909,9220.0,2697.14076989775,437.39285714285717,1333.198051948052,ok
26,Jamie Anderson,Jamie_Anderson_(snowboarder),2018,341747.0,936.2931506849316,80609.0,5366.621132246656,23384.0,1062.909090909091,11614.0,2358.713206758197,411.35714285714283,651.5519480519481,ok
26,Jennie Finch Daigle,Casey_Daigle,2018,135502.0,371.23835616438356,36096.0,2069.3429784268296,78723.0,3578.318181818182,36096.0,7657.037525798576,320.60714285714283,3257.7110389610393,ok
26,Johnny Damon,Johnny_Damon,2018,348497.0,954.786301369863,44070.0,2463.713185657415,82609.0,3754.9545454545455,44070.0,8911.723420086359,1738.0357142857142,2016.9188311688313,ok
26,Josh Norman,Josh_Norman,2018,325013.0,890.4465753424657,22184.0,1885.7295628302873,80475.0,3657.9545454545455,22184.0,5585.034479239813,750.4642857142857,2907.4902597402597,ok
26,Kareem Abdul-Jabbar,Kareem_Abdul-Jabbar,2018,3046417.0,8346.34794520548,244857.0,15159.856331484903,676331.0,30742.31818181818,244857.0,54465.96560103664,9030.0,21712.31818181818,ok
26,Mirai Nagasu,Mirai_Nagasu,2018,804735.0,2204.753424657534,239563.0,13426.96334214313,56982.0,2590.090909090909,15610.0,3566.7924081231063,775.6785714285714,1814.4123376623374,ok
26,Tonya Harding,Tonya_Harding,2018,10577003.0,28978.090410958903,413254.0,38708.1914114474,722394.0,32836.09090909091,187218.0,37152.37618720197,19696.571428571428,13139.519480519484,ok
27,Alexis Ren,Alexis_Ren,2018,955180.0,2616.931506849315,37168.0,4007.512691948786,374469.0,6569.631578947368,30135.0,7578.830143099273,2138.214285714286,4431.417293233082,ok
27,Bobby Bones,Bobby_Bones,2018,844621.0,2314.0301369863014,88443.0,7093.694129038272,273153.0,4792.1578947368425,35310.0,7235.652336137718,1826.2142857142858,2965.9436090225568,ok
27,Danelle Umstead,Danelle_Umstead,2018,188168.0,516.945054945055,36379.0,3036.773718580323,152468.0,2674.877192982456,36379.0,7137.540876019433,843.2142857142857,1831.6629072681703,ok
27,DeMarcus Ware,DeMarcus_Ware,2018,448459.0,1228.654794520548,40177.0,3656.135116543455,266356.0,4672.912280701755,40177.0,8317.83752531681,1293.5357142857142,3379.3765664160405,ok
27,Evanna Lynch,Evanna_Lynch,2018,1002844.0,2747.5178082191783,36403.0,3192.8661024717285,313988.0,5508.561403508772,26362.0,5022.698680560411,3148.785714285714,2359.7756892230577,ok
27,Joe Amabile,Joe_Amabile,2018,43515.0,392.02702702702703,4569.0,646.36373687779,32593.0,571.8070175438596,4569.0,739.4961878742706,698.0833333333334,-126.27631578947376,ok
27,John Schneider,John_Schneider_(screen_actor),2018,1101942.0,3019.019178082192,107720.0,8337.50477683472,553163.0,9704.61403508772,107720.0,19171.828023059457,2613.285714285714,7091.328320802006,ok
27,Juan Pablo Di Pace,Juan_Pablo_Di_Pace,2018,573027.0,1569.9369863013699,51708.0,4017.2762951589116,294233.0,5161.982456140351,51708.0,9090.301999289612,1206.142857142857,3955.8395989974942,ok
27,Mary Lou Retton,Mary_Lou_Retton,2018,897320.0,2458.4109589041095,121935.0,9805.906169153162,652512.0,11447.578947368422,121935.0,22673.921220356333,1799.8214285714287,9647.757518796992,ok
27,Milo Manheim,Milo_Manheim,2018,918047.0,2990.3811074918567,60356.0,6237.889841051166,427906.0,7507.122807017544,44423.0,10613.673670053744,2215.8928571428573,5291.229949874687,ok
27,Nancy McKeon,Nancy_McKeon,2018,880808.0,2413.1726027397262,75276.0,6306.566272843721,352154.0,6178.140350877193,75276.0,13691.535799233963,5066.035714285715,1112.104636591478,ok
27,Nikki Glaser,Nikki_Glaser,2018,831146.0,2277.1123287671235,51797.0,4375.3517063780755,245769.0,4311.736842105263,26226.0,5393.4496187873165,3322.8214285714284,988.9154135338349,ok
27,Tinashe,Tinashe,2018,1139189.0,3121.0657534246575,25382.0,2627.1696768090524,207479.0,3639.9824561403507,25382.0,4626.429977101733,2477.1071428571427,1162.875313283208,ok
28,Ally Brooke,Ally_Brooke,2019,954013.0,2613.7342465753422,36253.0,3781.428238266057,352554.0,4965.549295774648,30570.0,6414.557575971803,2993.3214285714284,1972.2278672032198,ok
28,Hannah Brown,Hannah_Brown,2019,880754.0,2995.7619047619046,43636.0,4842.770612843105,245231.0,3453.957746478873,18718.0,3887.205986116034,2196.0714285714284,1257.8863179074447,ok
28,James Van Der Beek,James_Van_Der_Beek,2019,1465720.0,4015.671232876712,102348.0,9303.243777284535,844879.0,11899.704225352112,102348.0,19011.290474454032,3661.214285714286,8238.489939637826,ok
28,Karamo Brown,Karamo_Brown,2019,1804173.0,4942.939726027397,37477.0,5880.91567203378,391590.0,5515.352112676056,31047.0,5464.959933357221,4210.392857142857,1304.9592555331992,ok
28,Kate Flannery,Kate_Flannery,2019,639026.0,1750.7561643835616,32592.0,3633.1896848017273,325618.0,4586.169014084507,32592.0,7403.258703856227,2084.3928571428573,2501.7761569416493,ok
28,Kel Mitchell,Kel_Mitchell,2019,1051467.0,2880.731506849315,58963.0,5018.696349224532,439733.0,6193.422535211268,48796.0,8209.537843028185,2193.464285714286,3999.9582494969823,ok
28,Lamar Odom,Lamar_Odom,2019,1376819.0,3772.1068493150683,57613.0,4347.529305858162,431693.0,6080.183098591549,57613.0,8641.990862357263,2783.1785714285716,3297.004527162978,ok
28,Lauren Alaina,Lauren_Alaina,2019,686587.0,1881.0602739726028,27461.0,3377.142454503642,316023.0,4451.028169014085,27461.0,5807.72343939536,1805.107142857143,2645.9210261569415,ok
28,Mary Wilson,Mary_Wilson_(singer),2019,456752.0,1251.3753424657534,47957.0,3535.7694268631194,187166.0,2636.1408450704225,47957.0,7334.666750872861,2190.6785714285716,445.46227364185097,ok
28,Ray Lewis,Ray_Lewis,2019,1043455.0,2858.780821917808,59919.0,4400.258396044596,369117.0,5198.830985915493,59919.0,7983.344267269458,4003.6071428571427,1195.2238430583507,ok
28,Sailor Brinkley-Cook,Sailor_Brinkley_Cook,2019,39721.0,108.82465753424657,6831.0,478.00717819474704,36321.0,511.5633802816901,6831.0,986.2909283161408,13.464285714285714,498.0990945674044,ok
28,Sean Spicer,Sean_Spicer,2019,716468.0,1962.9260273972602,48396.0,4719.07476275232,420698.0,5925.3239436619715,48396.0,9263.627806345477,2668.5,3256.8239436619715,ok
29,AJ McLean,AJ_McLean,2020,653310.0,1785.0,32025.0,2484.2087766332443,207296.0,2919.6619718309857,15956.0,2997.1601579657904,1572.4642857142858,1347.1976861167,ok
29,Anne Heche,Anne_Heche,2020,1996497.0,5454.9098360655735,124685.0,10605.666837901797,820932.0,11562.422535211268,124685.0,22620.984017190123,7039.75,4522.672535211268,ok
29,Carole Baskin,Carole_Baskin,2020,8903244.0,31571.787234042553,368418.0,71176.84145418683,650781.0,9165.929577464789,91189.0,12974.787398539302,8042.0,1123.929577464789,ok
29,Charles Oakley,Charles_Oakley,2020,701698.0,1917.207650273224,54978.0,4401.51740111194,196032.0,2761.0140845070423,54978.0,7904.264031081013,1174.607142857143,1586.4069416498994,ok
29,Chrishell Stause,Chrishell_Stause,2020,3433678.0,9381.63387978142,100894.0,12916.170262868116,837843.0,11800.605633802817,100894.0,13538.81419119231,27121.75,-15321.144366197183,ok
29,Jeannie Mai,Jeannie_Mai,2020,1171624.0,3201.158469945355,36622.0,4676.001788813349,508990.0,7168.87323943662,36622.0,8524.52038207987,1980.892857142857,5187.980382293763,ok
29,Jesse Metcalfe,Jesse_Metcalfe,2020,1501166.0,4101.546448087432,78328.0,6467.34787720457,617571.0,8698.18309859155,78328.0,13136.815685193906,5470.678571428572,3227.504527162978,ok
29,Johnny Weir,Johnny_Weir,2020,647257.0,1768.4617486338798,28036.0,3100.7020159483613,296525.0,4176.408450704225,28036.0,5842.841440666832,1224.6785714285713,2951.7298792756537,ok
29,Justina Machado,Justina_Machado,2020,936462.0,2558.6393442622953,40132.0,4245.685906982182,419981.0,5915.225352112676,40132.0,7449.141340435139,2508.714285714286,3406.51106639839,ok
29,Kaitlyn Bristowe,Kaitlyn_Bristowe,2020,625839.0,1709.9426229508197,56400.0,4395.099164536197,224571.0,3162.9718309859154,17999.0,4025.102031676178,1310.3214285714287,1852.6504024144867,ok
29,Monica Aldama,Monica_Aldama,2020,404322.0,1171.9478260869564,32121.0,2694.6088049604964,188469.0,2654.492957746479,32121.0,5260.892560358988,696.75,1957.742957746479,ok
29,Nelly,Nelly,2020,1398409.0,3820.789617486339,43631.0,4900.138155407253,517529.0,7289.140845070423,43631.0,8251.021041888318,3172.8214285714284,4116.3194164989945,ok
29,Nev Schulman,Nev_Schulman,2020,908692.0,2482.7650273224044,40708.0,3878.881876450288,385686.0,5432.197183098591,30100.0,6488.0149802273145,1943.75,3488.4471830985913,ok
29,Skai Jackson,Skai_Jackson,2020,1381918.0,3775.7322404371585,75597.0,6389.455126927116,646279.0,9102.521126760563,75597.0,12378.07412704513,2527.464285714286,6575.0568410462765,ok
29,Veron Davis,Juan_Sebastián_Verón,2020,367481.0,1004.0464480874317,4920.0,682.5821438394627,42726.0,601.7746478873239,1650.0,178.174166824115,729.75,-127.97535211267609,ok
30,Amanda Kloots,Amanda_Kloots,2021,973288.0,2666.5424657534245,55151.0,5737.103798142614,437112.0,6829.875,55151.0,10571.23613499741,1946.5714285714287,4883.303571428572,ok
30,Brian Austin Green,Brian_Austin_Green,2021,2597910.0,7117.561643835616,75379.0,7630.628592908475,702384.0,10974.75,69238.0,11099.63268817937,11291.714285714286,-316.96428571428623,ok
30,Christine Chiu,Bling_Empire,2021,584766.0,1704.857142857143,39352.0,4273.213447981701,53085.0,829.453125,6579.0,1177.8901281752617,593.9285714285714,235.52455357142856,ok
30,Cody Rigsby,Cody_Rigsby,2021,54333.0,512.5754716981132,4461.0,663.2101028561295,39434.0,616.15625,3632.0,637.0892357715185,274.0,342.15625,ok
30,Iman Shumpert,Iman_Shumpert,2021,1343893.0,3681.8986301369864,141667.0,8455.062299657762,354856.0,5544.625,35049.0,6451.041644329619,3250.8214285714284,2293.8035714285716,ok
30,Jimmie Allen,Jimmie_Allen,2021,710177.0,1945.690410958904,58673.0,5063.477408171062,256049.0,4000.765625,44074.0,6320.091587899922,1638.857142857143,2361.908482142857,ok
30,JoJo Siwa,JoJo_Siwa,2021,4774505.0,13080.835616438357,201219.0,17465.938652847515,1072075.0,16751.171875,85528.0,14132.806400971253,13091.642857142857,3659.529017857143,ok
30,Kenya Moore,Kenya_Moore,2021,538183.0,1474.4739726027397,14240.0,1566.3011493382953,166572.0,2602.6875,14240.0,3251.567602110365,1222.9285714285713,1379.7589285714287,ok
30,Martin Kove,Martin_Kove,2021,1187989.0,3254.7643835616436,50881.0,6137.250831532178,165204.0,2581.3125,34611.0,5435.293316242809,1722.2142857142858,859.0982142857142,ok
30,Matt James,Matt_James_(television_personality),2021,631040.0,1728.876712328767,76133.0,5072.732234386756,74376.0,1162.125,8088.0,1391.1597623475889,807.0714285714286,355.05357142857144,ok
30,Melanie C,Melanie_C,2021,1127946.0,3090.26301369863,30236.0,2771.3155269658264,299886.0,4685.71875,30236.0,4833.308405186704,2868.214285714286,1817.5044642857142,ok
30,Melora Hardin,Melora_Hardin,2021,1557271.0,4266.495890410959,37357.0,3589.776067821836,455402.0,7115.65625,37357.0,7511.165503807378,3623.1785714285716,3492.4776785714284,ok
30,"Mike ""The Miz"" Mizanin",The_Miz,2021,1199620.0,3286.6301369863013,56702.0,3780.2305543476145,230030.0,3594.21875,19167.0,3423.938710885234,2372.214285714286,1222.0044642857142,ok
30,Olivia Jade,Olivia_Jade,2021,742194.0,2033.4082191780822,33388.0,3362.281145161797,236534.0,3695.84375,33388.0,4831.105777985609,1648.7857142857142,2047.0580357142858,ok
30,Suni Lee,Sunisa_Lee,2021,2281960.0,6251.945205479452,541258.0,37776.9325510537,120759.0,1886.859375,10340.0,1878.4803271792891,1848.7857142857142,38.07366071428578,ok
31,Charli D'Amelio,Charli_D'Amelio,2022,2183458.0,5982.076712328767,41978.0,3287.2607749210283,489617.0,7200.25,16800.0,2393.471484334737,4857.0,2343.25,ok
31,Cheryl Ladd,Cheryl_Ladd,2022,712557.0,1952.2109589041097,14594.0,1579.8981298494596,210964.0,3102.4117647058824,13823.0,2454.1405841802166,2048.9285714285716,1053.4831932773109,ok
31,Daniel Durant,Daniel_Durant,2022,680809.0,1865.2301369863014,58889.0,3888.1675293225294,157764.0,2320.0588235294117,9557.0,1897.2937761481169,845.8928571428571,1474.1659663865546,ok
31,Gabby Windey,Gabby_Windey,2022,367639.0,1233.6879194630872,13199.0,1934.603138096958,149233.0,2194.6029411764707,12618.0,2027.2502830167145,1848.75,345.8529411764707,ok
31,Heidi D'Amelio,Charli_D'Amelio,2022,2183458.0,5982.076712328767,41978.0,3287.2607749210283,489617.0,7200.25,16800.0,2393.471484334737,4857.0,2343.25,ok
31,Jason Lewis,Jason_Lewis_(actor),2022,283763.0,777.4328767123287,18988.0,1255.4457676982508,125723.0,1848.8676470588234,18988.0,2598.5717621553063,431.67857142857144,1417.1890756302519,ok
31,Jessie James Decker,Jessie_James_Decker,2022,636122.0,1742.8,25162.0,2262.8592220087703,186262.0,2739.1470588235293,9934.0,1890.7919307614272,1577.607142857143,1161.5399159663864,ok
31,Jordin Sparks,Jordin_Sparks,2022,656484.0,1798.5863013698631,18531.0,1717.1691889193653,188117.0,2766.426470588235,12113.0,1883.9217255827903,1277.3214285714287,1489.1050420168065,ok
31,Joseph Baena,Joseph_Baena,2022,394022.0,1079.5123287671233,24397.0,2440.85589928633,291080.0,4280.588235294118,24397.0,4168.694499534577,348.82142857142856,3931.7668067226896,ok
31,Sam Champion,Sam_Champion,2022,178878.0,490.07671232876714,9961.0,861.6069565294122,85430.0,1256.3235294117646,9961.0,1652.561972150911,253.32142857142858,1003.0021008403361,ok
31,Selma Blair,Selma_Blair,2022,2263778.0,6202.131506849315,82904.0,7924.68876631631,801533.0,11787.25,82904.0,13755.894634210455,2932.4285714285716,8854.821428571428,ok
31,Shangela,Shangela,2022,316315.0,866.6164383561644,11274.0,1229.3651644954748,141914.0,2086.970588235294,9361.0,1670.8938253538242,489.75,1597.2205882352941,ok
31,Teresa Giudice,Teresa_Giudice,2022,622758.0,1706.186301369863,18319.0,1534.5199287943906,125950.0,1852.2058823529412,10013.0,1386.6934386902444,2222.0714285714284,-369.8655462184872,ok
31,Trevor Donovan,Trevor_Donovan,2022,539933.0,1479.268493150685,26313.0,2404.339763380883,302303.0,4445.632352941177,26313.0,3989.2976121574407,909.4285714285714,3536.203781512605,ok
31,Vinny Guadagnino,Vinny_Guadagnino,2022,334748.0,917.1178082191781,3769.0,483.5608613909615,92254.0,1356.6764705882354,3769.0,658.95997471007,752.6071428571429,604.0693277310925,ok
31,Wayne Brady,Wayne_Brady,2022,918686.0,2516.9479452054793,19544.0,1941.2314732938821,287950.0,4234.558823529412,15695.0,2749.4055848617904,1908.9285714285713,2325.63025210084,ok
32,Adrian Peterson,Adrian_Peterson,2023,1042227.0,2855.4164383561642,46883.0,3447.600244880039,398213.0,5608.633802816901,46883.0,6506.315692776415,4654.535714285715,954.0980885311865,ok
32,Alyson Hannigan,Alyson_Hannigan,2023,1998141.0,5474.358904109589,61398.0,6532.074664653835,767871.0,10815.084507042253,57397.0,11371.672002555457,4991.357142857143,5823.72736418511,ok
32,Ariana Madix,Ariana_Madix,2023,1029734.0,2821.1890410958904,49067.0,4392.447692816214,377942.0,5323.12676056338,31628.0,6234.45662705548,1333.1785714285713,3989.9481891348087,ok
32,Barry Williams,Barry_Williams_(actor),2023,1046924.0,2868.2849315068493,120792.0,8846.760240741816,716517.0,10091.788732394367,120792.0,18260.52627391764,2527.464285714286,7564.324446680081,ok
32,Charity Lawson,The_Bachelorette_(American_TV_series)_season_20,2023,,,,,,,,,,,ok
32,Harry Jowsey,Harry_Jowsey,2023,86604.0,787.3090909090909,5096.0,968.551024097849,67966.0,957.2676056338029,5096.0,1023.9623666850382,1076.6153846153845,-119.34777898158165,ok
32,Jamie Lynn Spears,Jamie_Lynn_Spears,2023,3118041.0,8542.578082191782,293641.0,23763.284118718035,1852729.0,26094.774647887323,293641.0,49715.92597644838,4699.642857142857,21395.131790744468,ok
32,Jason Mraz,Jason_Mraz,2023,1224915.0,3355.931506849315,68704.0,7075.991191381894,648558.0,9134.61971830986,54790.0,12069.83155228176,1815.7142857142858,7318.905432595573,ok
32,Lele Pons,Lele_Pons,2023,900413.0,2466.884931506849,42172.0,4871.87185684301,290737.0,4094.887323943662,33931.0,5863.505180469155,2018.5714285714287,2076.315895372233,ok
32,Matt Walsh,Matt_Walsh_(political_commentator),2023,1350155.0,3699.054794520548,22348.0,2791.361498655386,168401.0,2371.845070422535,21493.0,2447.875035058863,3193.035714285714,-821.190643863179,ok
32,Mauricio Umansky,Mauricio_Umansky,2023,77028.0,700.2545454545455,4333.0,806.4844859733524,47779.0,672.943661971831,4333.0,840.9770120842755,805.5384615384615,-132.5947995666305,ok
32,Mira Sorvino,Mira_Sorvino,2023,2228258.0,6104.816438356164,110463.0,9468.401504109206,927075.0,13057.394366197183,110463.0,18674.90238862728,5268.964285714285,7788.430080482897,ok
32,Tyson Beckford,Tyson_Beckford,2023,382330.0,1047.4794520547946,32884.0,2380.085736395116,179452.0,2527.492957746479,32884.0,4934.992429388258,1639.3214285714287,888.1715291750504,ok
32,Xochitl Gomez,Xochitl_Gomez,2023,1367090.0,3745.4520547945203,145088.0,10397.332964981333,703281.0,9905.366197183099,80034.0,13743.856118013611,3129.964285714286,6775.401911468813,ok
33,Anna Delvey,Anna_Delvey,2024,78340.0,214.04371584699453,5284.0,563.3354931746671,44330.0,624.3661971830986,5042.0,820.4946676867802,647.3571428571429,-22.99094567404427,ok
33,Brooks Nader,Brooks_Nader,2024,664214.0,1814.792349726776,68063.0,5665.16784780174,467113.0,6579.056338028169,68063.0,11359.663928136531,1453.7857142857142,5125.270623742455,ok
33,Chandler Kinney,Chandler_Kinney,2024,402043.0,3407.14406779661,53339.0,7030.4253545347565,301703.0,4249.338028169014,34090.0,6444.9700399082085,1215.25,3034.0880281690143,ok
33,Danny Amendola,Danny_Amendola,2024,1495258.0,4085.4043715846997,124262.0,10157.401971696585,826409.0,11639.56338028169,74992.0,14869.149527884998,2884.25,8755.31338028169,ok
33,Dwight Howard,Dwight_Howard,2024,1650111.0,4508.5,56529.0,4940.638870300208,562549.0,7923.225352112676,56529.0,9636.122132478049,3514.3928571428573,4408.832494969818,ok
33,Eric Roberts,Eric_Roberts,2024,2516383.0,6875.363387978142,137030.0,9210.606288029348,856433.0,12062.43661971831,137030.0,19267.321556570667,6240.928571428572,5821.508048289738,ok
33,Ilona Maher,Ilona_Maher,2024,2672372.0,7301.562841530054,163398.0,15923.015822042062,1097665.0,15460.070422535211,68104.0,15093.598553853877,8221.357142857143,7238.713279678068,ok
33,Jenn Tran,Jenn_Tran,2024,491749.0,1821.2925925925927,27283.0,3151.67632050063,195230.0,2749.718309859155,13864.0,2716.856749390185,4252.678571428572,-1502.9602615694166,ok
33,Joey Graziadei,Joey_Graziadei,2024,911470.0,2490.3551912568305,74849.0,5440.317681434795,178050.0,2507.7464788732395,11659.0,2553.30267603458,1326.4285714285713,1181.3179074446682,ok
33,Phaedra Parks,Phaedra_Parks,2024,565671.0,1545.549180327869,19337.0,2132.5071410426012,186615.0,2628.3802816901407,19337.0,4034.233150043136,1143.0714285714287,1485.308853118712,ok
33,Reginald VelJohnson,Reginald_VelJohnson,2024,886206.0,2421.3278688524592,35094.0,3525.290229750939,326505.0,4598.661971830986,35094.0,6496.982358992589,1986.142857142857,2612.519114688129,ok
33,Stephen Nedoroscik,Stephen_Nedoroscik,2024,1305052.0,3565.7158469945357,270294.0,17524.30989563253,232904.0,3280.3380281690143,19883.0,3276.9571893676343,2375.464285714286,904.8737424547285,ok
33,Tori Spelling,Tori_Spelling,2024,1067755.0,2917.363387978142,55991.0,4192.149851020793,325333.0,4582.154929577465,55991.0,8494.588139047893,2711.9285714285716,1870.2263581488933,ok
34,Alix Earle,Alix_Earle,2025,2858891.0,7832.578082191781,109588.0,13027.182901246659,485745.0,6841.478873239436,36677.0,7212.569835352399,5116.035714285715,1725.4431589537216,ok
34,Andy Richter,Andy_Richter,2025,905648.0,2481.227397260274,45280.0,4852.082922341372,544463.0,7668.492957746479,45280.0,9054.298039182539,2528.464285714286,5140.028672032193,ok
34,Baron Davis,Baron_Davis,2025,356335.0,976.2602739726027,26619.0,1973.248125587396,138615.0,1952.3239436619717,26619.0,4031.8032689214706,1299.3214285714287,653.002515090543,ok
34,Corey Feldman,Corey_Feldman,2025,2337944.0,6405.32602739726,108130.0,8553.719356394193,761733.0,10728.633802816901,108130.0,17162.686504009613,9354.464285714286,1374.169517102615,ok
34,Danielle Fishel,Danielle_Fishel,2025,1388800.0,3804.931506849315,75907.0,6319.783260391323,664310.0,9356.478873239437,75907.0,12122.26893053448,3998.035714285714,5358.4431589537235,ok
34,Dylan Efron,Dylan_Efron,2025,1358843.0,3785.0779944289693,119211.0,9386.49228668281,758388.0,10681.521126760563,119211.0,16572.977385872833,3105.25,7576.271126760563,ok
34,Elaine Hendrix,Elaine_Hendrix,2025,1320489.0,3617.778082191781,150428.0,10988.32811282663,745260.0,10496.61971830986,88261.0,15359.289133497414,2959.464285714286,7537.155432595573,ok
34,Hilaria Baldwin,Hilaria_Baldwin,2025,2431447.0,6661.498630136986,162076.0,12664.788093371248,786803.0,11081.732394366198,103964.0,17147.948857719944,6040.178571428572,5041.553822937626,ok
34,Jen Affleck,The_Secret_Lives_of_Mormon_Wives,2025,1359170.0,3723.753424657534,29833.0,4727.636589830268,417164.0,5875.549295774648,26718.0,5125.654626109867,2362.8571428571427,3512.6921529175056,ok
34,Jordan Chiles,Jordan_Chiles,2025,547974.0,1501.2986301369863,44976.0,3084.6586412012994,230698.0,3249.2676056338028,18386.0,3703.430982354509,1422.9285714285713,1826.3390342052314,ok
34,Lauren Jauregui,Lauren_Jauregui,2025,482942.0,1323.1287671232876,33894.0,3044.4730812282014,218521.0,3077.760563380282,33894.0,5573.512902060125,3479.3571428571427,-401.5965794768608,ok
34,Robert Irwin,Robert_Irwin_(conservationist),2025,522477.0,1431.4438356164383,140823.0,8034.279280460358,138202.0,1946.5070422535211,32577.0,4849.71861496279,100.25,1846.2570422535211,ok
34,Scott Hoying,Scott_Hoying,2025,457498.0,1253.4191780821918,21714.0,2391.2316324815015,219647.0,3093.6197183098593,21714.0,4370.557947319632,2144.535714285714,949.0840040241451,ok
34,Whitney Leavitt,Whitney_Leavitt,2025,121120.0,446.9372693726937,3916.0,704.6281684998594,52942.0,745.6619718309859,3849.0,739.9336084351668,522.4285714285714,223.23340040241442,ok
